,Shareholding in CCASS,Shares Percentage,Stock Name,Stock code
454,"                                152,036,000                            ",                                2.75%                            ,                                LOGAN PROPERTY HOLDINGS COMPANY LIMITED                            ,                                 3380                            
455,"                                58,702,000                            ",                                0.95%                            ,                                TIANJIN PORT DEVELOPMENT HOLDINGS LIMITED                            ,                                 3382                            
456,"                                75,830,000                            ",                                1.92%                            ,                                AGILE GROUP HOLDINGS LIMITED                            ,                                 3383                            
457,"                                964,000                            ",                                0.02%                            ,                                HENGDELI HOLDINGS LIMITED                            ,                                 3389                            
458,"                                2,344,000                            ",                                0.23%                            ,                                WASION GROUP HOLDINGS LIMITED                            ,                                 3393                            
459,"                                38,562,800                            ",                                9.83%                            ,                                LEGEND HOLDINGS CORPORATION                            ,                                 3396                            
460,"                                17,073,245                            ",                                3.36%                            ,"                                FUYAO GLASS INDUSTRY GROUP CO., LTD                            ",                                 3606                            
461,"                                228,879,000                            ",                                9.09%                            ,"                                CHONGQING RURAL COMMERCIAL BANK CO., LTD.                            ",                                 3618                            
462,"                                10,181,000                            ",                                0.32%                            ,                                HUISHANG BANK CORPORATION LIMITED                            ,                                 3698                            
463,"                                18,886,000                            ",                                1.03%                            ,                                CHINA HANKING HOLDINGS LIMITED                            ,                                 3788                            
464,"                                350,560,500                            ",                                2.55%                            ,                                DALI FOODS GROUP COMPANY LIMITED                            ,                                 3799                            
465,"                                1,226,055,100                            ",                                6.59%                            ,                                GCL-POLY ENERGY HOLDINGS LIMITED                            ,                                 3800                            
466,"                                50,850,561                            ",                                1.83%                            ,                                SINOTRUK (HONG KONG) LIMITED                            ,                                 3808                            
467,"                                19,733,000                            ",                                0.36%                            ,                                POU SHENG INTERNATIONAL (HOLDINGS) LIMITED                            ,                                 3813                            
468,"                                66,292,000                            ",                                1.16%                            ,"                                CHINA DONGXIANG (GROUP) CO., LTD.                            ",                                 3818                            
469,"                                2,425,074,000                            ",                                30.30%                            ,                                TECH PRO TECHNOLOGY DEVELOPMENT LIMITED                            ,                                 3823                            
470,"                                43,620,000                            ",                                2.83%                            ,                                CHINA HARMONY NEW ENERGY AUTO HOLDING LIMITED                            ,                                 3836                            
471,"                                202,494,000                            ",                                7.56%                            ,                                CHINA AOYUAN PROPERTY GROUP LIMTIED                            ,                                 3883                            
472,"                                142,626,000                            ",                                1.89%                            ,                                TOWN HEALTH INTERNATIONAL MEDICAL GROUP LIMITED                            ,                                 3886                            
473,"                                67,854,156                            ",                                5.17%                            ,                                KINGSOFT CORPORATION LIMITED                            ,                                 3888                            
474,"                                51,248,183                            ",                                9.35%                            ,"                                ZHUZHOU CRRC TIMES ELECTRIC CO., LTD.                            ",                                 3898                            
475,"                                106,774,000                            ",                                5.49%                            ,                                CIMC ENRIC HOLDINGS LIMITED                            ,                                 3899                            
476,"                                259,210,000                            ",                                11.97%                            ,                                GREENTOWN CHINA HOLDINGS LIMITED                            ,                                 3900                            
477,"                                132,812,980                            ",                                8.73%                            ,                                CHINA INTERNATIONAL CAPITAL CORPORATION LIMITED                            ,                                 3908                            
478,"                                62,484,000                            ",                                3.84%                            ,"                                UNITED LABORATORIES INTERNATIONAL HOLDINGS LIMITED, THE                            ",                                 3933                            
479,"                                224,177,240                            ",                                21.81%                            ,                                DFZQ                            ,                                 3958                            
480,"                                535,216,279                            ",                                11.64%                            ,"                                CHINA MERCHANTS BANK CO., LTD.                            ",                                 3968                            
481,"                                83,044,479                            ",                                4.21%                            ,                                CHINA RAILWAY SIGNAL & COMMUNICATION CORPORATION LIMITED                            ,                                 3969                            
482,"                                3,748,073,475                            ",                                4.47%                            ,                                BANK OF CHINA LIMITED                            ,                                 3988                            
483,"                                744,254,300                            ",                                18.92%                            ,"                                CHINA MOLYBDENUM CO., LTD.                            ",                                 3993                            
484,"                                16,290,000                            ",                                0.17%                            ,                                CHINA ENERGY ENGINEERING CORPORATION LIMITED                            ,                                 3996                            
485,"                                463,940,000                            ",                                4.33%                            ,                                BOSIDENG INTERNATIONAL HOLDINGS LIMITED                            ,                                 3998                            
486,"                                50,212,424                            ",                                2.19%                            ,                                CITIC SECURITIES COMPANY LIMITED                            ,                                 6030                            
487,"                                64,156,500                            ",                                5.08%                            ,"                                CSC FINANCIAL CO., LTD.                            ",                                 6066                            
488,"                                83,339,400                            ",                                8.49%                            ,"                                CHINA MERCHANTS SECURITIES CO., LTD.                            ",                                 6099                            
489,"                                625,000                            ",                                0.28%                            ,"                                SHANGHAI LA CHAPELLE FASHION CO., LTD.                            ",                                 6116                            
490,"                                108,372,000                            ",                                3.61%                            ,                                CHINA YUHUA EDUCATION CORPORATION LIMITED                            ,                                 6169                            
491,"                                21,415,400                            ",                                3.03%                            ,                                EVERBRIGHT SECURITIES COMPANY LIMITED                            ,                                 6178                            
492,"                                38,984,309                            ",                                0.40%                            ,                                SUN ART RETAIL GROUP LIMITED                            ,                                 6808                            
493,"                                949,140,000                            ",                                13.81%                            ,                                CHINA EVERBRIGHT BANK COMPANY LIMITED                            ,                                 6818                            
494,"                                6,512,000                            ",                                0.06%                            ,                                BEIJING GAS BLUE SKY HOLDINGS LIMITED                            ,                                 6828                            
495,"                                77,125,961                            ",                                2.25%                            ,"                                HAITONG SECURITIES CO., LTD.                            ",                                 6837                            
496,"                                1,092,671,000                            ",                                8.10%                            ,                                CHINA HUISHAN DAIRY HOLDINGS COMPANY LIMITED                            ,                                 6863                            
497,"                                10,208,500                            ",                                2.90%                            ,                                YANGTZE OPTICAL FIBRE AND CABLE JOINT STOCK LIMITED COMPANY                            ,                                 6869                            
498,"                                248,947,497                            ",                                6.73%                            ,"                                CHINA GALAXY SECURITIES CO., LTD.                            ",                                 6881                            
499,"                                109,040,356                            ",                                6.33%                            ,"                                HUATAI SECURITIES CO., LTD.                            ",                                 6886                            
500,"                                175,000                            ",                                0.03%                            ,                                XINYI AUTOMOBILE GLASS HONG KONG ENTERPRISES LIMITED                            ,                                 8328                            
